# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "reference/GCF_000484505.2_ASM48450v2_genomic.gtf" "-o" "counts/gene_counts.txt" "bam_files/SRR23426208.bam" "bam_files/SRR23426209.bam" "bam_files/SRR23426210.bam" "bam_files/SRR23426211.bam" "bam_files/SRR23426212.bam" "bam_files/SRR23426213.bam" "bam_files/SRR23426214.bam" "bam_files/SRR23426215.bam" "bam_files/SRR23426216.bam" "bam_files/SRR23426217.bam" "bam_files/SRR23426218.bam" "bam_files/SRR23426219.bam" "bam_files/SRR23426220.bam" "bam_files/SRR23426221.bam" "bam_files/SRR23426222.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_files/SRR23426208.bam	bam_files/SRR23426209.bam	bam_files/SRR23426210.bam	bam_files/SRR23426211.bam	bam_files/SRR23426212.bam	bam_files/SRR23426213.bam	bam_files/SRR23426214.bam	bam_files/SRR23426215.bam	bam_files/SRR23426216.bam	bam_files/SRR23426217.bam	bam_files/SRR23426218.bam	bam_files/SRR23426219.bam	bam_files/SRR23426220.bam	bam_files/SRR23426221.bam	bam_files/SRR23426222.bam
CAETHG_RS06380	NC_022592.1	1368542	1369138	-	597	968	899	1022	666	636	660	800	757	884	498	627	729	567	565	827
CAETHG_RS06385	NC_022592.1	1369327	1369929	-	603	135	485	188	139	571	345	60	157	122	1220	2361	594	388	548	195
CAETHG_RS06390	NC_022592.1	1369990	1370814	-	825	27	57	29	30	58	49	22	21	28	81	164	122	39	67	39
CAETHG_RS06395	NC_022592.1	1371107	1371925	+	819	1079	899	1519	999	889	1381	1187	843	1421	753	1149	662	879	1022	1504
CAETHG_RS06400	NC_022592.1	1372402	1373142	-	741	3383	3070	3798	3416	2679	3078	3381	2902	3786	2140	2483	2624	2472	3009	3213
CAETHG_RS06405	NC_022592.1	1373395	1374039	-	645	823	1061	1357	924	787	1046	1076	837	1321	755	890	1096	831	858	1158
CAETHG_RS06410	NC_022592.1	1374323	1375717	-	1395	1992	2140	2717	1759	1521	1817	2017	1618	2707	1434	1713	2123	1528	1359	2243
CAETHG_RS06415	NC_022592.1	1375887	1376783	-	897	2450	3113	2708	2880	1712	2260	3287	1624	2780	1670	2769	2076	2098	2207	2542
CAETHG_RS06420	NC_022592.1	1376939	1378726	-	1788	929	992	724	447	532	452	442	441	728	482	621	528	377	404	530
CAETHG_RS06425	NC_022592.1	1379035	1379556	+	522	748	741	845	605	500	636	509	423	674	546	826	412	412	578	608
CAETHG_RS06430	NC_022592.1	1379608	1380321	-	714	37	180	94	76	304	184	36	167	62	728	1199	541	199	185	72
CAETHG_RS06435	NC_022592.1	1380403	1382754	+	2352	5458	5026	5182	3788	3162	4326	3944	3107	4650	3171	4975	3117	3198	2776	4469
CAETHG_RS06440	NC_022592.1	1382832	1383587	-	756	537	1061	678	560	1576	919	308	552	547	4250	3181	3689	1224	884	426
CAETHG_RS06445	NC_022592.1	1383597	1384025	-	429	214	419	205	190	594	397	133	221	216	1484	1093	1329	412	368	132
CAETHG_RS06450	NC_022592.1	1384040	1384375	-	336	313	596	307	268	847	556	204	260	304	2051	1733	1919	673	491	273
CAETHG_RS06455	NC_022592.1	1384813	1386576	-	1764	296	403	390	290	322	371	263	206	310	522	779	430	285	344	319
CAETHG_RS06460	NC_022592.1	1386731	1387597	+	867	57	176	88	104	382	179	69	77	75	1040	1693	771	323	311	113
CAETHG_RS06465	NC_022592.1	1387733	1388146	+	414	1831	1158	2020	1308	1011	1637	1495	1033	1582	517	1197	617	921	1070	1641
CAETHG_RS06470	NC_022592.1	1388212	1388925	-	714	2276	1700	2204	1342	1308	1763	1468	1016	2197	930	1411	993	1196	1346	1914
CAETHG_RS06475	NC_022592.1	1388927	1389580	-	654	652	683	683	454	441	478	419	367	712	433	496	474	375	382	515
CAETHG_RS06480	NC_022592.1	1389686	1390660	-	975	425	319	461	266	276	276	281	222	527	207	247	290	201	194	261
CAETHG_RS06485	NC_022592.1	1390719	1392269	-	1551	1206	1037	1441	800	890	992	848	743	1505	655	766	840	725	594	877
CAETHG_RS06490	NC_022592.1	1392284	1393387	-	1104	1183	1210	1292	712	778	941	833	752	1448	534	674	743	669	568	879
CAETHG_RS06495	NC_022592.1	1393783	1395042	-	1260	1635	1495	1857	1110	1144	1392	1145	1215	1944	957	1228	1104	890	767	1184
CAETHG_RS06500	NC_022592.1	1395077	1396129	-	1053	1375	1367	1464	913	913	1117	1000	861	1694	672	653	1030	746	480	907
CAETHG_RS06505	NC_022592.1	1396150	1396899	-	750	784	834	829	541	613	678	616	650	1047	419	348	513	465	387	572
CAETHG_RS06510	NC_022592.1	1396968	1398071	-	1104	5387	4575	5461	4274	3273	4367	4306	3849	5247	2467	2627	2614	2931	3160	3621
CAETHG_RS06515	NC_022592.1	1398101	1399417	-	1317	5771	4956	5843	4183	3624	4580	4629	3696	5579	2466	2466	3034	3204	2876	4061
CAETHG_RS06520	NC_022592.1	1399499	1400704	-	1206	3273	2746	3203	2116	1917	2163	2523	1918	3057	1528	1506	1775	1723	1224	2244
CAETHG_RS06525	NC_022592.1	1400745	1402286	-	1542	2260	1811	2069	1267	1195	1426	1463	1319	2012	949	895	1018	1129	767	1369
CAETHG_RS06530	NC_022592.1	1402467	1403447	-	981	1329	1135	1257	821	694	808	942	701	1091	493	606	663	644	506	832
CAETHG_RS06535	NC_022592.1	1403499	1404788	-	1290	2434	2195	2435	1578	1439	1723	1951	1330	2189	1108	1243	1052	1253	1185	1504
CAETHG_RS06540	NC_022592.1	1404827	1405828	-	1002	2483	2594	2402	1555	1051	1434	1638	1344	1507	1068	1592	638	1303	1276	1812
CAETHG_RS06545	NC_022592.1	1405861	1406973	-	1113	1104	1174	1451	1021	663	921	924	836	1073	590	791	511	673	732	869
CAETHG_RS06550	NC_022592.1	1406981	1408162	-	1182	2187	2177	2212	1519	1233	1415	1888	1229	1940	964	920	939	1176	1190	1558
CAETHG_RS06555	NC_022592.1	1408182	1410019	-	1838	2745	2622	2601	1919	1549	1959	2025	1604	2273	1319	1509	1180	1518	1639	2039
CAETHG_RS06560	NC_022592.1	1410259	1411176	-	918	4036	3695	4175	2832	3419	3615	2738	2789	3434	3185	3577	3741	2969	2216	3277
CAETHG_RS06565	NC_022592.1	1411212	1412294	-	1083	4436	4154	4188	2528	2946	3390	2976	2615	3559	2598	2862	3562	2825	1815	3419
CAETHG_RS06570	NC_022592.1	1412318	1414045	-	1728	5790	5341	5747	4020	4478	4830	3922	3824	4562	3599	3611	4691	3730	2611	4647
CAETHG_RS06575	NC_022592.1	1414310	1415770	+	1461	234	392	251	186	567	395	166	202	265	1441	1739	1651	573	422	244
CAETHG_RS06580	NC_022592.1	1416091	1416648	+	558	28	33	36	25	11	23	11	21	25	31	45	28	29	25	34
CAETHG_RS06585	NC_022592.1	1416653	1417954	+	1302	152	168	210	93	129	105	144	122	113	161	238	163	171	204	178
CAETHG_RS06590	NC_022592.1	1418098	1419081	-	984	269	254	440	275	276	356	250	218	349	341	490	327	189	221	188
CAETHG_RS06595	NC_022592.1	1419118	1419459	-	342	54	58	64	53	45	82	58	51	90	51	63	76	54	52	62
CAETHG_RS06600	NC_022592.1	1419881	1420309	-	429	1380	1156	1640	861	683	1013	642	1047	576	1184	2326	476	860	1327	1232
CAETHG_RS06605	NC_022592.1	1420433	1420714	-	282	69	44	43	20	34	40	30	44	84	8	16	12	28	25	35
CAETHG_RS06610	NC_022592.1	1420772	1420960	-	189	43	41	44	31	32	29	56	46	73	14	13	12	24	20	30
CAETHG_RS06615	NC_022592.1	1421074	1422296	-	1223	274	221	238	156	269	219	292	191	464	60	45	72	128	129	219
CAETHG_RS06620	NC_022592.1	1422747	1423316	-	570	176	188	158	132	178	144	84	96	157	222	342	312	125	86	153
CAETHG_RS06625	NC_022592.1	1423741	1424718	-	978	314	267	415	252	304	271	226	244	369	409	520	408	256	240	360
CAETHG_RS06630	NC_022592.1	1424755	1425096	-	342	30	21	22	16	42	28	25	14	20	103	101	69	29	22	33
CAETHG_RS06635	NC_022592.1	1425306	1426616	-	1311	22	170	49	85	276	153	28	146	45	1971	2894	1847	213	218	55
CAETHG_RS06640	NC_022592.1	1426811	1427281	+	471	25	102	42	33	215	140	8	64	56	493	711	369	131	131	40
CAETHG_RS06645	NC_022592.1	1427511	1428527	-	1017	3656	2747	3224	2335	2334	3006	2556	2527	3044	1688	1675	2049	2566	2084	3256
CAETHG_RS06650	NC_022592.1	1428668	1429132	-	465	604	555	635	404	391	452	444	440	566	318	288	388	373	323	532
CAETHG_RS06655	NC_022592.1	1429147	1431507	-	2361	3591	3067	3773	2579	2374	2729	3017	2480	3175	1818	1946	2760	2381	2047	3394
CAETHG_RS06660	NC_022592.1	1431564	1433933	-	2370	2461	2352	2971	1779	1620	2210	2339	1965	2393	1405	1786	1949	1729	1630	3049
CAETHG_RS06665	NC_022592.1	1434016	1434615	-	600	3727	3154	4956	3831	2770	3654	3135	4027	2987	3435	7455	2254	2607	3988	3511
CAETHG_RS06670	NC_022592.1	1434778	1437159	-	2382	2214	2071	3853	3269	2256	2413	2844	3253	2910	1826	1900	2690	3190	2750	2978
CAETHG_RS06675	NC_022592.1	1437705	1438718	-	1014	951	935	1669	1267	960	1045	1185	1230	1223	773	910	1269	1281	1131	1235
CAETHG_RS06680	NC_022592.1	1439067	1439849	-	783	441	314	575	332	277	331	343	340	411	642	676	686	228	227	235
CAETHG_RS06685	NC_022592.1	1439928	1440287	-	360	4776	3322	6386	4255	2869	3376	3272	3483	3293	3957	5909	3426	2308	3483	3279
CAETHG_RS06690	NC_022592.1	1440316	1440513	-	198	6776	4521	8945	5559	3390	5181	5306	4183	4712	5228	8161	5318	3536	4254	4509
CAETHG_RS06695	NC_022592.1	1440533	1441054	-	522	3916	2640	5935	4287	2426	3535	3643	3377	2812	4105	5900	3999	2599	3355	3418
CAETHG_RS06700	NC_022592.1	1441254	1443167	-	1914	4606	4302	5870	4462	5015	6371	4158	4457	4108	3241	3233	4747	3572	3515	4820
CAETHG_RS06705	NC_022592.1	1443836	1444735	-	900	22	150	67	73	243	105	16	96	42	1131	2021	566	175	240	62
CAETHG_RS06710	NC_022592.1	1445050	1445125	+	76	371	279	543	352	184	299	320	440	275	362	1134	363	241	354	298
CAETHG_RS06715	NC_022592.1	1445189	1445264	+	76	138	110	241	116	68	122	145	140	93	166	556	166	111	129	131
CAETHG_RS06720	NC_022592.1	1445277	1445351	+	75	17	16	37	18	12	7	15	15	8	28	81	25	22	18	14
CAETHG_RS06725	NC_022592.1	1445357	1445430	+	74	6	6	10	3	4	0	5	5	3	5	19	6	0	6	3
CAETHG_RS06730	NC_022592.1	1445570	1446208	-	639	42	56	88	63	100	104	68	68	59	155	242	160	46	49	36
CAETHG_RS06735	NC_022592.1	1446359	1447510	+	1152	1374	1398	999	793	762	1083	935	720	1278	459	491	599	834	643	1085
CAETHG_RS06740	NC_022592.1	1447608	1448360	-	753	5723	6879	4789	3391	4852	4633	3560	3319	5519	4028	4639	4161	4663	4083	4983
CAETHG_RS06745	NC_022592.1	1448499	1449380	-	882	11819	15636	10672	9630	11742	11027	8477	8125	11958	15801	16332	16515	12883	10188	11540
CAETHG_RS06750	NC_022592.1	1449437	1450429	-	993	10145	11827	8238	7410	8008	8138	6550	5986	9315	8999	8473	9749	8326	7538	8806
CAETHG_RS06755	NC_022592.1	1450922	1451191	+	270	269	293	337	244	293	309	198	186	247	447	764	382	242	278	300
CAETHG_RS06760	NC_022592.1	1451328	1452068	+	741	959	972	879	612	706	765	661	440	776	742	1051	847	559	561	750
CAETHG_RS06765	NC_022592.1	1452098	1452988	+	891	1795	1714	1200	722	837	984	1002	651	1418	575	694	832	815	690	1131
CAETHG_RS06770	NC_022592.1	1453123	1453839	+	717	5660	6131	5223	3500	3475	4284	3641	2942	5854	3542	4208	3808	3188	3739	4203
CAETHG_RS06775	NC_022592.1	1453916	1454641	-	726	2871	4615	5613	3909	8371	6326	3151	4452	4103	9557	10462	7508	5873	6450	4382
CAETHG_RS06780	NC_022592.1	1454722	1455219	-	498	1185	1330	2559	1586	2368	2570	1580	1419	1885	3204	4425	2702	1814	1890	1934
CAETHG_RS06785	NC_022592.1	1455383	1456105	-	723	67	314	191	200	667	343	77	269	204	1384	1552	1217	524	360	116
CAETHG_RS06790	NC_022592.1	1456326	1456853	+	528	512	372	788	443	392	518	366	513	381	582	1095	242	331	604	562
CAETHG_RS06795	NC_022592.1	1456858	1457744	-	887	45	138	143	77	240	105	90	146	108	929	1343	764	209	236	82
CAETHG_RS06800	NC_022592.1	1457891	1458142	+	252	337	204	508	362	194	316	309	331	273	325	645	296	223	252	268
CAETHG_RS06805	NC_022592.1	1458713	1460059	-	1347	1942	1623	3248	2752	2011	2412	2537	2923	2763	1704	1927	2616	2154	1609	3175
CAETHG_RS06810	NC_022592.1	1460231	1462879	-	2649	3893	3924	6473	5282	4024	4433	4942	5308	5818	3529	3763	5420	4962	3439	7211
CAETHG_RS06815	NC_022592.1	1463267	1463671	-	405	329	437	580	395	559	438	268	411	313	2384	3319	1663	676	715	347
CAETHG_RS06820	NC_022592.1	1463875	1464705	-	831	448	1206	793	784	1532	912	664	781	539	7577	8680	6386	2324	2065	866
CAETHG_RS06825	NC_022592.1	1464771	1466336	-	1566	318	295	933	730	353	534	676	571	429	342	509	664	429	369	524
CAETHG_RS06830	NC_022592.1	1466684	1467790	+	1107	254	282	414	904	260	322	1050	263	391	317	520	489	322	193	261
CAETHG_RS06835	NC_022592.1	1468067	1468816	-	750	513	534	524	363	514	506	420	391	544	581	712	729	357	341	400
CAETHG_RS06840	NC_022592.1	1469244	1469441	+	198	67	44	80	38	54	45	39	28	98	18	37	28	31	9	46
CAETHG_RS06845	NC_022592.1	1469443	1470378	-	936	220	234	478	324	237	283	839	198	414	187	325	263	208	140	292
CAETHG_RS06850	NC_022592.1	1470638	1471657	+	1020	10	18	43	26	25	25	57	28	19	29	37	54	23	13	11
CAETHG_RS06855	NC_022592.1	1471690	1472367	+	678	12	24	45	50	62	52	79	65	59	190	304	177	41	47	48
CAETHG_RS06860	NC_022592.1	1472626	1473945	+	1320	29	47	96	86	73	83	154	69	70	114	123	97	57	41	48
CAETHG_RS06865	NC_022592.1	1474079	1475215	+	1137	91	49	204	286	136	202	309	107	132	243	287	288	149	118	142
CAETHG_RS06870	NC_022592.1	1475260	1475532	-	273	187	108	212	202	170	206	234	217	204	165	250	120	162	204	200
CAETHG_RS06875	NC_022592.1	1476160	1476492	+	333	95	90	124	63	60	76	60	39	83	59	84	68	42	60	51
CAETHG_RS06880	NC_022592.1	1476496	1477245	+	750	134	119	148	100	110	122	103	76	99	121	174	142	99	101	104
CAETHG_RS06885	NC_022592.1	1477316	1478323	-	1008	646	502	903	882	882	1288	1237	947	608	1606	1801	1776	1708	2990	1722
CAETHG_RS06890	NC_022592.1	1478320	1479339	-	1020	1053	1010	1392	1203	1715	2516	1984	1418	909	2604	2690	2852	2767	5005	2621
CAETHG_RS06895	NC_022592.1	1479362	1480891	-	1530	1415	1272	2185	1839	2579	3222	2982	2025	1304	4069	3480	4498	4063	5951	4048
CAETHG_RS06900	NC_022592.1	1480969	1481961	-	993	7754	6112	9966	10614	12994	18729	16549	10445	5156	20614	23010	19554	19628	43214	18600
CAETHG_RS06905	NC_022592.1	1482438	1483049	-	612	88	68	75	44	54	95	69	49	50	53	83	79	35	73	111
CAETHG_RS06910	NC_022592.1	1483055	1483597	-	543	232	202	187	150	126	157	160	93	169	147	115	149	183	173	248
CAETHG_RS06915	NC_022592.1	1483622	1484215	-	594	254	156	132	96	96	133	128	84	106	97	109	96	125	182	225
CAETHG_RS06920	NC_022592.1	1484460	1485188	-	729	230	221	488	326	294	338	320	272	387	250	393	354	160	212	206
CAETHG_RS06925	NC_022592.1	1485208	1485837	-	630	82	75	171	104	84	115	98	94	122	85	115	132	56	74	85
CAETHG_RS06930	NC_022592.1	1486117	1486491	-	375	67	76	93	60	64	66	77	54	90	54	95	55	53	71	54
CAETHG_RS06935	NC_022592.1	1486526	1487278	-	753	487	505	567	400	303	509	439	331	442	293	428	393	373	354	411
CAETHG_RS06940	NC_022592.1	1487420	1488226	-	807	195	262	188	191	179	219	203	136	228	162	234	178	182	194	210
CAETHG_RS06945	NC_022592.1	1488383	1488598	-	216	375	326	466	304	238	379	295	288	360	320	606	271	256	324	423
CAETHG_RS06950	NC_022592.1	1490911	1491195	-	285	440	311	662	312	352	408	339	313	546	213	271	219	292	311	429
CAETHG_RS06955	NC_022592.1	1491212	1492216	-	1005	1472	1196	1933	973	993	1315	1059	915	1686	472	584	649	1018	959	1467
CAETHG_RS06960	NC_022592.1	1492234	1492728	-	495	820	743	1115	538	666	669	620	600	984	296	316	388	496	473	811
CAETHG_RS06965	NC_022592.1	1492747	1495314	-	2568	6174	4985	8138	3829	4333	5309	4254	3739	7073	1791	2246	2592	3771	3073	5636
CAETHG_RS06970	NC_022592.1	1495327	1496073	-	747	1608	1398	1978	1101	1089	1292	1155	1055	1816	505	497	733	978	954	1335
CAETHG_RS06975	NC_022592.1	1496077	1497006	-	930	2873	2456	3159	1899	2286	2589	2178	1894	3126	903	996	1196	1806	1879	2705
CAETHG_RS06980	NC_022592.1	1497007	1498761	-	1755	4300	4021	5092	3075	3399	3691	3345	2916	4645	1538	1493	2018	2993	2852	3912
CAETHG_RS06985	NC_022592.1	1498780	1499490	-	711	2134	1931	2644	1736	1594	1957	1779	1404	2210	968	1266	1224	1561	1653	2060
CAETHG_RS06990	NC_022592.1	1503045	1503806	-	762	569	478	658	329	398	463	396	290	562	253	416	239	306	474	481
CAETHG_RS06995	NC_022592.1	1503836	1504360	-	525	132	73	118	83	66	90	62	89	79	77	93	43	72	113	110
CAETHG_RS07000	NC_022592.1	1506960	1507358	+	399	1019	704	1358	770	739	1041	1065	725	1082	532	934	683	592	692	922
CAETHG_RS07005	NC_022592.1	1507373	1507879	-	507	2396	1603	2059	1188	1337	2113	1839	940	1964	1177	2156	874	1388	1821	2081
CAETHG_RS07010	NC_022592.1	1507907	1508449	-	543	1842	1540	1490	983	997	1439	1430	870	1876	543	786	837	859	935	1322
CAETHG_RS07015	NC_022592.1	1508653	1509117	+	465	964	735	719	459	419	628	569	435	701	302	504	230	403	624	713
CAETHG_RS07020	NC_022592.1	1509132	1510010	-	879	130	105	183	104	96	118	120	71	151	74	112	92	53	67	97
CAETHG_RS07025	NC_022592.1	1510166	1511620	+	1455	149	134	157	82	113	145	122	117	118	182	259	191	106	122	125
CAETHG_RS07030	NC_022592.1	1511720	1512193	+	474	135	158	124	56	179	269	118	77	74	368	805	312	224	240	117
CAETHG_RS07035	NC_022592.1	1512634	1513203	+	570	152	113	141	89	93	120	103	87	146	61	122	113	55	62	128
CAETHG_RS07040	NC_022592.1	1513181	1513978	+	798	424	325	545	283	292	374	287	237	482	222	288	276	223	191	270
CAETHG_RS07045	NC_022592.1	1514026	1515441	-	1416	764	645	1308	515	643	640	607	502	867	402	515	601	456	404	584
CAETHG_RS07050	NC_022592.1	1515557	1515994	-	438	376	369	609	319	280	371	329	269	457	184	286	256	193	236	394
CAETHG_RS07055	NC_022592.1	1516186	1516977	+	792	729	551	932	408	423	557	566	321	647	324	543	332	403	413	628
CAETHG_RS07060	NC_022592.1	1517066	1517320	-	255	610	457	698	414	352	506	428	366	476	377	731	283	397	486	591
CAETHG_RS07065	NC_022592.1	1517635	1518057	-	423	282	211	210	173	108	174	203	97	194	86	113	117	111	116	194
CAETHG_RS07070	NC_022592.1	1518153	1518689	-	537	236	229	218	155	187	142	163	163	230	132	125	138	95	180	220
CAETHG_RS07075	NC_022592.1	1518693	1518992	-	300	337	301	316	222	168	236	244	164	258	127	222	185	159	170	274
CAETHG_RS07080	NC_022592.1	1519170	1519949	+	780	124	139	205	91	150	147	100	95	166	207	254	179	65	68	101
CAETHG_RS20545	NC_022592.1	1519981	1520109	-	129	40	24	50	18	27	42	36	18	34	15	23	40	20	17	30
CAETHG_RS07085	NC_022592.1	1520467	1521093	-	627	87	72	114	41	48	70	29	40	82	63	81	69	28	44	48
CAETHG_RS07090	NC_022592.1	1521532	1527945	-	6414	387	384	504	459	489	583	723	341	393	938	921	810	491	369	474
CAETHG_RS07095	NC_022592.1	1528346	1529065	+	720	55	69	80	83	62	72	68	38	73	43	68	61	49	67	87
CAETHG_RS07100	NC_022592.1	1529062	1530411	+	1350	72	65	77	26	67	48	44	43	75	67	104	37	41	59	50
CAETHG_RS07105	NC_022592.1	1530591	1531301	+	711	14	13	16	6	14	6	5	10	15	10	22	11	9	5	4
CAETHG_RS07110	NC_022592.1	1531303	1531989	+	687	20	37	52	33	23	36	38	24	46	22	27	21	23	31	41
CAETHG_RS07115	NC_022592.1	1531986	1532786	+	801	201	194	289	154	207	181	181	122	219	120	199	141	121	153	148
CAETHG_RS07120	NC_022592.1	1532885	1533274	-	390	1353	1006	1053	746	760	1284	1066	601	1080	374	503	388	839	992	1192
CAETHG_RS07125	NC_022592.1	1533495	1535333	-	1839	2239	2236	2355	1750	1616	2339	1856	1618	2126	2060	2263	2133	1532	1913	2085
CAETHG_RS07130	NC_022592.1	1535682	1536239	-	558	7143	7555	7424	6445	6784	9719	6365	4879	6576	8517	10588	6668	7555	9499	8710
CAETHG_RS07135	NC_022592.1	1536482	1536724	+	243	18	71	50	28	94	60	18	30	40	319	613	248	87	101	44
CAETHG_RS07140	NC_022592.1	1537002	1537646	-	645	349	438	381	196	381	369	264	210	409	285	260	298	286	249	326
CAETHG_RS07145	NC_022592.1	1537752	1538399	-	648	228	292	320	163	299	328	179	145	361	137	193	201	174	244	257
CAETHG_RS07150	NC_022592.1	1538399	1539256	-	858	857	942	1017	545	937	1021	646	500	1117	753	792	838	664	841	917
CAETHG_RS07155	NC_022592.1	1539259	1539633	-	375	355	376	385	217	349	426	291	205	388	309	460	369	288	349	324
CAETHG_RS07160	NC_022592.1	1539899	1540057	-	159	0	17	4	7	38	16	2	11	2	549	974	193	48	53	2
CAETHG_RS07165	NC_022592.1	1540131	1541768	+	1638	74	180	180	86	434	233	81	141	118	537	655	569	224	144	120
CAETHG_RS07170	NC_022592.1	1541755	1542036	-	282	167	456	316	237	657	393	247	262	250	2862	4162	2609	765	669	253
CAETHG_RS07175	NC_022592.1	1542416	1546711	-	4296	6553	5739	15626	9855	10118	11975	10642	9510	13106	7988	8167	10319	4437	4012	6251
CAETHG_RS07180	NC_022592.1	1547169	1547927	+	759	59	401	184	170	544	223	60	243	159	3109	3994	2855	697	582	159
CAETHG_RS07185	NC_022592.1	1547927	1548730	+	804	215	468	362	239	599	332	192	300	297	2898	3494	2843	674	504	285
CAETHG_RS07190	NC_022592.1	1548961	1549509	-	549	207	212	289	197	160	147	124	160	221	214	256	207	151	188	234
CAETHG_RS07195	NC_022592.1	1549715	1550074	+	360	259	951	456	487	1696	1031	161	662	339	3515	6316	1914	1241	1204	355
CAETHG_RS07200	NC_022592.1	1550117	1551304	-	1188	1705	1676	1869	1337	1320	1286	1234	1114	1286	2080	2612	2050	1235	1513	1400
CAETHG_RS07205	NC_022592.1	1551375	1552226	-	852	820	934	1184	825	829	822	676	648	895	1198	1249	1188	740	940	708
CAETHG_RS07210	NC_022592.1	1552259	1553509	-	1251	1108	1205	1238	869	814	899	764	753	853	1184	1481	1269	749	956	970
CAETHG_RS07215	NC_022592.1	1553695	1555272	+	1578	1612	1123	1523	864	967	980	1139	817	1471	840	988	1392	801	470	1032
CAETHG_RS07220	NC_022592.1	1555505	1556074	+	570	73	85	123	80	84	86	74	92	113	75	101	116	24	43	55
CAETHG_RS07225	NC_022592.1	1556394	1556552	-	159	245	172	205	120	75	220	128	133	98	113	179	85	82	295	239
CAETHG_RS07230	NC_022592.1	1556802	1557266	-	465	7583	5835	7994	6058	5373	7402	7205	5285	6753	3796	5064	4174	5228	5899	7597
CAETHG_RS07235	NC_022592.1	1557708	1558556	+	849	816	753	999	737	597	846	673	686	795	1067	1918	1638	540	629	663
CAETHG_RS07240	NC_022592.1	1558657	1559301	+	645	1268	1373	1660	1290	1024	1263	1120	1027	1452	1040	1609	1326	810	1036	1136
CAETHG_RS07245	NC_022592.1	1560044	1560952	+	909	240	287	560	354	384	372	294	328	511	1075	1747	1067	236	175	262
CAETHG_RS07250	NC_022592.1	1561111	1561311	-	201	6335	4599	7024	6233	4682	6683	5967	6659	3945	5552	9321	3304	5930	10328	9274
CAETHG_RS07255	NC_022592.1	1561393	1561587	-	195	1204	998	1395	995	766	1187	931	914	710	1257	1905	1001	1127	1467	1739
CAETHG_RS07260	NC_022592.1	1561881	1562927	-	1047	574	476	1629	1578	750	1453	1705	1325	729	1105	1196	1173	1578	1492	1616
CAETHG_RS07265	NC_022592.1	1562957	1563505	-	549	192	238	719	589	240	485	597	469	270	331	387	448	555	518	740
CAETHG_RS07270	NC_022592.1	1563539	1564297	-	759	225	206	712	562	295	589	771	591	358	347	392	439	515	595	780
CAETHG_RS07275	NC_022592.1	1564352	1564945	-	594	251	274	690	648	380	552	723	527	345	436	467	519	501	671	809
CAETHG_RS07280	NC_022592.1	1565374	1565796	+	423	7325	4478	4696	3599	3546	6159	5527	3762	3445	3845	7873	2609	4514	7404	7254
CAETHG_RS07285	NC_022592.1	1565857	1567095	-	1239	90	194	141	135	300	188	83	141	105	1919	3519	1006	296	385	130
CAETHG_RS07290	NC_022592.1	1567195	1568136	+	942	110	465	252	175	919	461	65	336	191	1806	2113	1798	677	451	185
CAETHG_RS07295	NC_022592.1	1568287	1569240	-	954	83	161	552	350	261	287	303	298	227	794	949	514	212	363	115
CAETHG_RS07300	NC_022592.1	1569473	1569856	+	384	108	1569	181	539	2056	778	178	919	182	12339	20425	8906	2719	2886	540
CAETHG_RS07305	NC_022592.1	1569947	1570648	-	702	733	790	1088	652	782	768	556	634	891	906	1176	941	616	524	696
CAETHG_RS07310	NC_022592.1	1570726	1571316	-	591	1380	1747	2203	1355	1479	1517	1280	1233	2018	1614	1834	1805	1198	1021	1353
CAETHG_RS07315	NC_022592.1	1571331	1573655	-	2325	5996	5947	7566	5155	5060	5840	5289	5128	7577	3623	3991	5052	4064	3426	5522
CAETHG_RS07320	NC_022592.1	1573761	1575050	-	1290	30476	31413	35453	23816	25087	28289	24044	22904	32146	21859	22779	29566	20894	18858	24307
CAETHG_RS07325	NC_022592.1	1575070	1575654	-	585	9545	9835	10637	7671	8031	8387	7167	7857	9839	6351	6308	8507	6043	6527	7772
CAETHG_RS07330	NC_022592.1	1575799	1577091	-	1293	14018	17877	21349	14464	15142	17211	11845	13067	13613	19958	30528	16212	14021	16665	14458
CAETHG_RS07335	NC_022592.1	1577398	1578183	-	786	1233	1142	1495	917	785	906	938	863	1163	696	889	695	669	816	957
CAETHG_RS07340	NC_022592.1	1578245	1579024	-	780	8010	7215	8646	5881	5130	7494	6205	4871	6700	5617	8782	5186	4339	6214	6192
CAETHG_RS07345	NC_022592.1	1579457	1580029	-	573	1266	633	1140	1087	931	1738	643	982	460	1718	2102	1520	541	701	554
CAETHG_RS07350	NC_022592.1	1580040	1580930	-	891	1162	676	1021	1057	1084	1862	635	828	435	1626	1229	2006	599	514	541
CAETHG_RS07355	NC_022592.1	1581010	1581762	-	753	756	496	870	760	817	1284	477	741	381	1330	942	1567	379	431	426
CAETHG_RS07360	NC_022592.1	1581840	1582709	-	870	795	505	908	837	740	1424	498	707	347	1335	1318	1588	513	541	528
CAETHG_RS07365	NC_022592.1	1582746	1583183	-	438	557	360	750	711	525	1105	455	510	248	1085	972	1318	409	397	279
CAETHG_RS07370	NC_022592.1	1583199	1584119	-	921	1039	647	1627	1609	993	2370	961	1112	504	2354	2574	2876	824	884	673
